year,plant_id,plant_name_gen,operator_name_gen,operator_id_gen,net_generation_mwh,plant_name_cap,operator_name_cap,operator_id_cap,state,nameplate_mw,summer_mw,capacity_mwh,capacity_utilization,minimum_year
2002,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,800007.54,Richmond Cogen,Chevron USA Inc,3457,CA,125.2,100,876000,0.913250616,1992
2003,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,894862.92,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,1.021533014,1992
2004,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,882641.2696,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,1.007581358,1992
2005,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,852513.76,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.973189224,1992
2006,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,863493.68,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.985723379,1992
2007,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,788184.6,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.89975411,1992
2008,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,836054.66,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.954400297,1992
2009,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,870737.84,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.993992968,1992
2010,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,861777.7,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.983764498,1992
2011,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,791460.003,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.903493154,1992
2012,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,802968.003,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.91663014,1992
2013,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,809020.999,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,125.2,100,876000,0.923539953,1992
2014,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,800250,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,155.6,130.4,1142304,0.70055782,1992
2015,52109,Richmond Cogen,Chevron Products Company-Richmond,49732,938835.996,Richmond Cogen,Chevron Products Company-Richmond,49732,CA,155.6,130.4,1142304,0.821879286,1992
2001,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,117634.08,1 Power Plant Richmond CA,Chevron USA Inc,3457,CA,21,19.53,171082.8,0.68758566,
2002,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,111927.53,Richmond Refinery Power Plant,Chevron USA Inc,3457,CA,21,19.53,171082.8,0.654230174,
2003,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,11127,Richmond Refinery Power Plant,Chevron Products Company-Richmond,49732,CA,21,19.53,171082.8,0.065038683,
2004,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,130238.016,Richmond Refinery Power Plant,Chevron Products Company-Richmond,49732,CA,21,19.53,171082.8,0.761257216,
2005,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,103421.401,Richmond Refinery Power Plant,Chevron Products Company-Richmond,49732,CA,21,19.53,171082.8,0.604510804,
2006,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,692.581,Richmond Refinery Power Plant,Chevron Products Company-Richmond,49732,CA,51.4,49.93,437386.8,0.001583452,
2007,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,124709.99,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,CA,51.4,49.9,437124,0.285296598,
2008,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,130766.67,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,CA,51.4,49.9,437124,0.299152346,
2009,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,129860.69,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,CA,30.4,30.4,266304,0.487640779,
2010,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,108360.64,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,CA,30.4,30.4,266304,0.406905792,
2011,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,105051.97,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,CA,30.4,30.4,266304,0.394481382,
2012,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,105294.47,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,CA,30.4,30.4,266304,0.395391996,
2013,52105,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,120888.19,Richmond Refinery TG800,Chevron Products Company-Richmond,49732,CA,30.4,30.4,266304,0.453948082,
2001,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,36531.99,KernRidgetop Energy LLC II,Ridgetop Energy LLC II,29986,CA,13,13,113880,0.32079373,1994
2002,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,38985.21,KernRidgetop Energy LLC II,Ridgetop Energy LLC II,29986,CA,13,13,113880,0.34233588,1994
2003,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,39764.34,Ridgetop,Ridgetop Energy LLC II,29986,CA,13,13,113880,0.349177555,1994
2004,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,144535,Ridgetop,Ridgetop Energy LLC II,29986,CA,46.8,46.86,410493.6,0.352100496,1994
2005,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,136903,Ridgetop,Ridgetop Energy LLC II,29986,CA,46.8,46.86,410493.6,0.333508245,1994
2006,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,142241,Ridgetop,Ridgetop Energy LLC II,29986,CA,46.8,46.86,410493.6,0.346512102,1994
2007,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,160150,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.389807323,1994
2008,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,156178,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.38013942,1994
2009,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,143839,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.350106123,1994
2010,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,144339,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.35132313,1994
2011,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,145151,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.353299549,1994
2012,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,122925,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.299201157,1994
2013,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,132885,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.323443935,1994
2014,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,144769,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.352369756,1994
2015,54931,Ridgetop,Terra-Gen Operating Co LLC,2770,132125,Ridgetop,Terra-Gen Operating Co LLC,2770,CA,46.8,46.9,410844,0.321594084,1994
2001,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,152681.76,Ridgetop Energy LLC,Ridgetop Energy LLC,29988,CA,60.4,60.4,529104,0.288566633,1984
2002,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,163744.02,Ridgetop Energy LLC,Ridgetop Energy LLC,29988,CA,60.4,60.4,529104,0.309474168,1984
2003,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,166101.21,Ridgetop Energy LLC,Ridgetop Energy LLC,29988,CA,60.4,60.4,529104,0.313929228,1984
2004,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,88046,Ridgetop Energy LLC,Ridgetop Energy LLC,29988,CA,31.1,31.14,272786.4,0.322765358,1984
2005,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,62748,Ridgetop Energy LLC,Ridgetop Energy LLC,29988,CA,31.1,31.14,272786.4,0.23002613,1984
2006,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,67474,Ridgetop Energy LLC,Ridgetop Energy LLC,29988,CA,31.1,31.14,272786.4,0.247351041,1984
2007,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,71192,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,31.1,31.1,272436,0.261316419,1984
2008,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,68551,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,29,29,254040,0.269843332,1984
2009,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,62996,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,29,29,254040,0.247976697,1984
2010,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,65190,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,29,29,254040,0.256613132,1984
2011,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,66011,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,29,29,254040,0.259844906,1984
2012,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,62838,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,29,29,254040,0.247354747,1984
2013,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,63019,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,29,29,254040,0.248067234,1984
2014,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,66775,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,29,29,254040,0.262852307,1984
2015,10597,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,53707,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,2770,CA,29,29,254040,0.211411589,1984
2001,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,14671.998,Ridgewood/Byron Power Partners,Ridgewood/Byron Power PLP,16020,CA,6.5,5.67,49669.2,0.295394289,
2002,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,23251,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0.482586135,
2003,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,12772.001,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0.265089269,
2004,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,14261.942,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0.29601374,
2005,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,10315.481,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0.214102968,
2006,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,6198.5,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0.128652968,
2007,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,9353.001,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0.194126214,
2008,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,6624,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0.137484433,
2009,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,0,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0,
2010,52199,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,0,Ridgewood/Byron Power Partners,Ridgewood Power Management LLC,26977,CA,6.5,5.5,48180,0,
2001,54445,Rincon Facility,DCOR LLC,34649,21777,Rincon,Nuevo Energy Co-Rincon,25531,CA,3,1.6,14016,1.553724315,
2002,54445,Rincon Facility,DCOR LLC,34649,13283.997,Rincon Facility,Nuevo Energy Co-Rincon,25531,CA,3,1.6,14016,0.947773759,
2003,54445,Rincon Facility,DCOR LLC,34649,16462.001,Rincon Facility,Nuevo Energy Co-Rincon,25531,CA,3,1.6,14016,1.174514912,
2004,54445,Rincon Facility,DCOR LLC,34649,15295.842,Rincon Facility,DosCuadras Offshore Res.  LLC,34649,CA,3,1.8,15768,0.970055936,
2005,54445,Rincon Facility,DCOR LLC,34649,10624.179,Rincon Facility,DosCuadras Offshore Res.  LLC,34649,CA,3,1.7,14892,0.713415189,
2006,54445,Rincon Facility,DCOR LLC,34649,12559.682,Rincon Facility,DCOR LLC,34649,CA,3,1.7,14892,0.843384502,
2001,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,106339,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.499553714,1988
2002,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,178980.089,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.840803169,1988
2003,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,170213,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.799617603,1988
2004,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,169188.998,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.794807101,1988
2005,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,159323,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.748459139,1988
2006,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,152985.001,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.718684823,1988
2007,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,147846,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.694543097,1988
2008,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,141562,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.665022455,1988
2009,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,183113,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.860218539,1988
2010,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,177962,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.836020445,1988
2011,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,195596.998,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.918865203,1988
2012,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,181026.999,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.850419034,1988
2013,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,182355.005,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.85665767,1988
2014,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,193070.003,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.90699402,1988
2015,10767,Rio Bravo Fresno,Rio Bravo Fresno,15986,191376.997,Rio Bravo Fresno,Rio Bravo Fresno,15986,CA,28,24.3,212868,0.899040706,1988
2001,50037,Rio Bravo Hydro Project,Olcese Water District,30347,27158.999,Rio Bravo Hydro,Olcese Water District,30347,CA,14,13.3,116508,0.233108447,1989
2002,50037,Rio Bravo Hydro Project,Olcese Water District,30347,25547.001,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.3,116508,0.219272505,1989
2003,50037,Rio Bravo Hydro Project,Olcese Water District,30347,37894,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.3,116508,0.325248052,1989
2004,50037,Rio Bravo Hydro Project,Olcese Water District,30347,31017,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.3,116508,0.266222062,1989
2005,50037,Rio Bravo Hydro Project,Olcese Water District,30347,56080.001,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.3,116508,0.481340346,1989
2006,50037,Rio Bravo Hydro Project,Olcese Water District,30347,51607.999,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.3,116508,0.442956698,1989
2007,50037,Rio Bravo Hydro Project,Olcese Water District,30347,22439,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.191158931,1989
2008,50037,Rio Bravo Hydro Project,Olcese Water District,30347,32623,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.277916922,1989
2009,50037,Rio Bravo Hydro Project,Olcese Water District,30347,32781,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.279262932,1989
2010,50037,Rio Bravo Hydro Project,Olcese Water District,30347,34050,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.290073605,1989
2011,50037,Rio Bravo Hydro Project,Olcese Water District,30347,51069,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.435059293,1989
2012,50037,Rio Bravo Hydro Project,Olcese Water District,30347,22249,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.189540312,1989
2013,50037,Rio Bravo Hydro Project,Olcese Water District,30347,6447,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.054922306,1989
2014,50037,Rio Bravo Hydro Project,Olcese Water District,30347,5418,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.046156205,1989
2015,50037,Rio Bravo Hydro Project,Olcese Water District,30347,1795,Rio Bravo Hydro Project,Olcese Water District,30347,CA,14,13.4,117384,0.015291692,1989
2001,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,280527.999,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.97041649,1989
2002,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,319542.001,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,1.105375678,1989
2003,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,315856.248,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,1.092625737,1989
2004,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,272937.422,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.944158787,1989
2005,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,279807.411,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.967923796,1989
2006,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,266071.279,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.920407081,1989
2007,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,271872.452,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.940474789,1989
2008,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,297140,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,1.027881555,1989
2009,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,292203,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,1.010803238,1989
2010,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,268730,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.929604262,1989
2011,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,290994.005,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,1.006621022,1989
2012,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,172962.998,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.598322257,1989
2013,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,65928,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.228061436,1989
2014,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,72584,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0.251086205,1989
2015,10768,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,0,Rio Bravo Jasmin,Rio Bravo Jasmin,16061,CA,38.2,33,289080,0,1989
2001,10769,Rio Bravo Poso,Rio Bravo Poso,16002,280856,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.971551128,
2002,10769,Rio Bravo Poso,Rio Bravo Poso,16002,287504,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.994548222,
2003,10769,Rio Bravo Poso,Rio Bravo Poso,16002,290650,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,1.005431023,
2004,10769,Rio Bravo Poso,Rio Bravo Poso,16002,257728.195,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.891546268,
2005,10769,Rio Bravo Poso,Rio Bravo Poso,16002,288261.892,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.99716996,
2006,10769,Rio Bravo Poso,Rio Bravo Poso,16002,276952.441,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.958047741,
2007,10769,Rio Bravo Poso,Rio Bravo Poso,16002,281141.268,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.972537941,
2008,10769,Rio Bravo Poso,Rio Bravo Poso,16002,290628.001,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,1.005354923,
2009,10769,Rio Bravo Poso,Rio Bravo Poso,16002,288136,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.996734468,
2010,10769,Rio Bravo Poso,Rio Bravo Poso,16002,282192,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.976172686,
2011,10769,Rio Bravo Poso,Rio Bravo Poso,16002,225651.003,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.78058324,
2012,10769,Rio Bravo Poso,Rio Bravo Poso,16002,117499,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.40645842,
2013,10769,Rio Bravo Poso,Rio Bravo Poso,16002,111453,Rio Bravo Poso,Rio Bravo Poso,16002,CA,38.2,33,289080,0.385543794,
2001,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,140980,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.65957407,1989
2002,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,174167,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.814839247,1989
2003,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,169945.311,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.795088101,1989
2004,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,167755,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.784840744,1989
2005,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,157845,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.73847687,1989
2006,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,152428.001,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.713133473,1989
2007,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,137371,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.642689385,1989
2008,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,162941,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.762318474,1989
2009,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,181305,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.848234336,1989
2010,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,172275,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.805987536,1989
2011,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,185225.997,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.866578697,1989
2012,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,177423.996,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.830077083,1989
2013,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,185338.997,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.867107367,1989
2014,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,189810.005,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.88802495,1989
2015,10772,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,185702.003,Rio Bravo Rocklin,Rio Bravo Rocklin,16077,CA,27.9,24.4,213744,0.868805688,1989
2013,58500,Rio Grande Solar,"RE Rio Grande, LLC",58480,325,Rio Grande Solar,"RE Rio Grande, LLC",58480,CA,5,5,43800,0.007420091,2013
2014,58500,Rio Grande Solar,"RE Rio Grande, LLC",58480,11845,Rio Grande Solar,"RE Rio Grande, LLC",58480,CA,5,5,43800,0.27043379,2013
2015,58500,Rio Grande Solar,"RE Rio Grande, LLC",58480,11364,Rio Grande Solar,"RE Rio Grande, LLC",58480,CA,5,5,43800,0.259452055,2013
2001,482,Rio Hondo,Metropolitan Water District of S CA,12397,2291.999,Rio Hondo,Metropolitan Water District,12397,CA,2,2,17520,0.130821861,1984
2002,482,Rio Hondo,Metropolitan Water District of S CA,12397,2919.999,Rio Hondo,Metropolitan Water District,12397,CA,2,2,17520,0.16666661,1984
2003,482,Rio Hondo,Metropolitan Water District of S CA,12397,3716,Rio Hondo,Metropolitan Water District,12397,CA,2,2,17520,0.212100457,1984
2004,482,Rio Hondo,Metropolitan Water District of S CA,12397,2840.001,Rio Hondo,Metropolitan Water District,12397,CA,1.9,0.5,4380,0.648402055,1984
2005,482,Rio Hondo,Metropolitan Water District of S CA,12397,5158.001,Rio Hondo,Metropolitan Water District,12397,CA,1.9,0.5,4380,1.177625799,1984
2006,482,Rio Hondo,Metropolitan Water District of S CA,12397,8207,Rio Hondo,Metropolitan Water District of S CA,12397,CA,1.9,0.5,4380,1.873744292,1984
2007,482,Rio Hondo,Metropolitan Water District of S CA,12397,8563,Rio Hondo,Metropolitan Water District of S CA,12397,CA,1.9,0.5,4380,1.955022831,1984
2008,482,Rio Hondo,Metropolitan Water District of S CA,12397,6153,Rio Hondo,Metropolitan Water District of S CA,12397,CA,1.9,1.9,16644,0.369682769,1984
2009,482,Rio Hondo,Metropolitan Water District of S CA,12397,2422,Rio Hondo,Metropolitan Water District of S CA,12397,CA,1.9,1.9,16644,0.145517904,1984
2010,482,Rio Hondo,Metropolitan Water District of S CA,12397,2288,Rio Hondo,Metropolitan Water District of S CA,12397,CA,1.9,1.9,16644,0.137466955,1984
2011,482,Rio Hondo,Metropolitan Water District of S CA,12397,1951,Rio Hondo,Metropolitan Water District of S CA,12397,CA,1.9,1.9,16644,0.117219418,1984
2012,482,Rio Hondo,Metropolitan Water District of S CA,12397,3746,Rio Hondo,Metropolitan Water District of S CA,12397,CA,1.9,1.9,16644,0.22506609,1984
